blau	adjective		Sie trägt heute ein blaues Kleid.	Today she is wearing a blue dress.
bunt	adjective		Im Garten stehen viele bunte Blumen.	There are many brightly coloured flowers in the garden.
Farbe	noun	die	Welche Farbe hat dein neues Auto?	What colour is your new car?
gelb	adjective		Die Wände im Kinderzimmer sind gelb.	The walls in the children's room are yellow.
grau	adjective		Der Himmel war den ganzen Tag grau.	The sky was grey all day.
grün	adjective		Im Frühling sind die Wiesen wieder grün.	In spring the meadows are green again.
hell	adjective		Sie hat ein helles Blau für die Küche gewählt.	She chose a pale blue for the kitchen.
lila	adjective		Ihre Schuhe sind lila und sehr auffällig.	Her shoes are purple and very striking.
rosa	adjective		Meine kleine Schwester liebt rosa Kleider.	My little sister loves pink dresses.
rot	adjective		An der Ampel ist das Licht rot.	The light at the traffic lights is red.
schwarz	adjective		Er trägt zur Arbeit immer schwarze Schuhe.	He always wears black shoes to work.
silber	adjective		Sie hat einen silbernen Ring gekauft.	She bought a silver ring.
abnehmen	verb		Seit dem Sommer habe ich fünf Kilo abgenommen.	I have lost five kilos since the summer.
Alptraum	noun	der	Letzte Nacht hatte ich einen schrecklichen Alptraum.	Last night I had a terrible nightmare.
altmodisch	adjective		Diese Möbel wirken ein bisschen altmodisch.	This furniture looks a bit old-fashioned.
ändern	verb		Wir müssen unsere Pläne für Samstag ändern.	We have to change our plans for Saturday.
anprobieren	verb		Darf ich die Jacke bitte anprobieren?	May I try the jacket on, please?
Anrichte	noun	die	Das gute Geschirr steht in der Anrichte.	The good crockery is in the sideboard.
anschalten	verb		Kannst du bitte den Fernseher anschalten?	Can you switch the television on, please?
anstrengend	adjective		Der Tag im Büro war sehr anstrengend.	The day at the office was very tiring.
anziehen	verb		Die alte Stadt zieht viele Touristen an.	The old town attracts many tourists.
ärgerlich	adjective		Es ist ärgerlich, dass der Bus nie pünktlich kommt.	It is annoying that the bus is never on time.
ärgern	verb		Mein kleiner Bruder ärgert mich ständig.	My little brother annoys me constantly.
artig	adjective		Die Kinder waren beim Besuch sehr artig.	The children were very well behaved during the visit.
aufgeregt	adjective		Vor dem Flug war ich sehr aufgeregt.	I was very excited before the flight.
aufschließen	verb		Kannst du bitte die Haustür aufschließen?	Can you unlock the front door, please?
ausschalten	verb		Bitte schalte den Computer aus, bevor du gehst.	Please switch off the computer before you leave.
ausschlafen	verb		Am Sonntag kann ich endlich ausschlafen.	On Sunday I can finally have a lie-in.
begießen	verb		Im Sommer muss man die Blumen täglich begießen.	In summer you have to water the flowers daily.
beißen (Biss)	verb		Vorsicht, der Hund beißt manchmal!	Careful, the dog sometimes bites!
bewundern	verb		Ich bewundere meine Schwester für ihren Mut.	I admire my sister for her courage.
Beziehung	noun	die	Ich habe eine gute Beziehung zu meinen Eltern.	I have a good relationship with my parents.
Braut (Bräutigam)	noun	die	Die Braut trug ein langes weißes Kleid.	The bride wore a long white dress.
Dachboden	noun	der	Auf dem Dachboden stehen alte Koffer.	There are old suitcases in the attic.
duzen	verb		In Deutschland duzt man seine Kollegen nicht immer.	In Germany you don't always call your colleagues "du".
echt	adjective		Ist diese Kette aus echtem Gold?	Is this necklace made of genuine gold?
Ehe	noun	die	Ihre Ehe hält schon dreißig Jahre.	Their marriage has already lasted thirty years.
Eigenschaft	noun	die	Geduld ist eine wichtige Eigenschaft für Lehrer.	Patience is an important quality for teachers.
Eindruck	noun	der	Die Stadt hat auf mich einen guten Eindruck gemacht.	The town made a good impression on me.
erscheinen	verb		Plötzlich erschien mein Bruder in der Tür.	Suddenly my brother appeared in the doorway.
Fensterladen	noun	der	Im Sommer schließen wir mittags die Fensterläden.	In summer we close the shutters at midday.
Fernbedienung	noun	die	Wo ist die Fernbedienung für den Fernseher?	Where is the remote control for the television?
Freundschaft	noun	die	Unsere Freundschaft dauert schon zehn Jahre.	Our friendship has already lasted ten years.
Gebrauchsanweisung	noun	die	Lies bitte zuerst die Gebrauchsanweisung.	Please read the instructions for use first.
Gedächtnis	noun	das	Meine Oma hat ein erstaunlich gutes Gedächtnis.	My grandma has an astonishingly good memory.
Gefahr (gefährlich)	noun	die	Auf der nassen Straße besteht große Gefahr.	There is great danger on the wet road.
geschieden	adjective		Meine Tante ist seit zwei Jahren geschieden.	My aunt has been divorced for two years.
Geschlecht	noun	das	Auf dem Formular muss man das Geschlecht angeben.	On the form you have to state your gender.
getrennt	adjective		Seine Eltern leben seit einem Jahr getrennt.	His parents have been living separated for a year.
Gewicht	noun	das	Der Arzt hat mein Gewicht kontrolliert.	The doctor checked my weight.
Griff	noun	der	Der Griff an der Tür ist abgebrochen.	The handle on the door has broken off.
gütig	adjective		Meine Großmutter war eine sehr gütige Frau.	My grandmother was a very kind woman.
heizen	verb		Im Winter heizen wir nur das Wohnzimmer.	In winter we only heat the living room.
Hütte	noun	die	Hinter dem Haus steht eine kleine Hütte.	There is a small hut behind the house.
Jahrhundert	noun	das	Dieses Haus stammt aus dem neunzehnten Jahrhundert.	This house dates from the nineteenth century.
Kabel	noun	das	Das Kabel vom Computer ist zu kurz.	The cable from the computer is too short.
Käfig	noun	der	Der Vogel sitzt ruhig in seinem Käfig.	The bird sits quietly in its cage.
Kamin	noun	der	Im Winter sitzen wir gern vor dem Kamin.	In winter we like sitting in front of the fireplace.
Klapp- (stuhl / tisch)	noun	der	Für die Gäste holen wir den Klappstuhl aus dem Keller.	For the guests we fetch the folding chair from the cellar.
Klimaanlage	noun	die	Im Sommer läuft die Klimaanlage im Büro den ganzen Tag.	In summer the air-conditioning in the office runs all day.
klopfen	verb		Bitte klopfen Sie an, bevor Sie eintreten.	Please knock before you enter.
König	noun	der	Der König lebte in einem großen Schloss.	The king lived in a big castle.
Königin	noun	die	Die Königin hat die Stadt gestern besucht.	The queen visited the town yesterday.
Kontaktlinsen	noun	die	Ich trage lieber Kontaktlinsen als eine Brille.	I prefer wearing contact lenses to glasses.
Krug	noun	der	Auf dem Tisch steht ein Krug mit Wasser.	There is a jug of water on the table.
lächeln	verb		Sie hat mich freundlich angesehen und gelächelt.	She looked at me kindly and smiled.
lächerlich	adjective		Dieser Preis für einen Kaffee ist lächerlich.	This price for a coffee is ridiculous.
Lage	noun	die	Die Lage in der Firma ist im Moment schwierig.	The situation in the company is difficult at the moment.
Lärm	noun	der	Der Lärm von der Straße stört mich beim Lernen.	The noise from the street disturbs me while studying.
lebhaft	adjective		Meine kleine Nichte ist ein sehr lebhaftes Kind.	My little niece is a very lively child.
nennen	verb		Meine Freunde nennen mich einfach Max.	My friends simply call me Max.
neugierig	adjective		Kinder sind von Natur aus neugierig.	Children are curious by nature.
Persönlichkeit	noun	die	Er hat eine starke Persönlichkeit.	He has a strong personality.
Puppe	noun	die	Meine Schwester spielt am liebsten mit ihrer Puppe.	My sister likes playing with her doll best.
Quadratmeter	noun	der	Unsere Wohnung hat achtzig Quadratmeter.	Our flat is eighty square metres.
Rasierapparat	noun	der	Mein Vater hat einen neuen Rasierapparat bekommen.	My father got a new shaver.
sich rasieren	verb		Ich rasiere mich jeden zweiten Tag.	I shave every other day.
reißen	verb		Beim Spielen ist meine Hose gerissen.	My trousers tore while I was playing.
Reißverschluss	noun	der	Der Reißverschluss an meiner Jacke klemmt.	The zip on my jacket is stuck.
Rowdy	noun	der	Nach dem Spiel machten einige Rowdys Ärger.	After the match some hooligans caused trouble.
rücksichtslos	adjective		Er fährt oft sehr rücksichtslos Auto.	He often drives very carelessly.
sanft	adjective		Sie strich dem Kind sanft über den Kopf.	She gently stroked the child's head.
Schloss	noun	das	Das Schloss an der Haustür ist kaputt.	The lock on the front door is broken.
schminken (sich)	verb		Sie schminkt sich jeden Morgen vor dem Spiegel.	She puts on make-up in front of the mirror every morning.
Schmuck	noun	der	Ihren Schmuck bewahrt sie in einer kleinen Schachtel auf.	She keeps her jewellery in a small box.
Schublade	noun	die	Die Gabeln liegen in der oberen Schublade.	The forks are in the top drawer.
Schuppen	noun	der	Die Gartengeräte stehen im Schuppen.	The garden tools are in the shed.
Schwager	noun	der	Mein Schwager arbeitet bei der Bahn.	My brother-in-law works for the railway.
Schwägerin	noun	die	Meine Schwägerin kommt aus Frankreich.	My sister-in-law comes from France.
schwanger	adjective		Meine Cousine ist im fünften Monat schwanger.	My cousin is five months pregnant.
Schwiegermutter	noun	die	Seine Schwiegermutter wohnt gleich nebenan.	His mother-in-law lives right next door.
Schwiegervater	noun	der	Mein Schwiegervater hilft uns beim Umzug.	My father-in-law is helping us with the move.
sehr geehrte(r) Herr / Frau	other		Sehr geehrte Frau Müller, vielen Dank für Ihren Brief.	Dear Mrs Müller, thank you very much for your letter.
selbständig	adverb		Meine Tochter arbeitet schon sehr selbständig.	My daughter already works very independently.
seltsam	adjective		Gestern hat er sich wirklich seltsam benommen.	Yesterday he behaved really strangely.
Senioren	noun	die	Für Senioren ist der Eintritt billiger.	Admission is cheaper for senior citizens.
Spülküche	noun	die	Die Waschmaschine steht in der Spülküche.	The washing machine is in the utility room.
Stiefmutter / vater	noun	die	Meine Stiefmutter kocht sehr gut.	My stepmother cooks very well.
Streichhölzer	noun	die	Hast du Streichhölzer für die Kerzen?	Do you have matches for the candles?
Streit	noun	der	Gestern hatte ich Streit mit meinem Bruder.	Yesterday I had an argument with my brother.
stumm	adjective		Während des Films blieb er ganz stumm.	During the film he remained completely silent.
sympathisch	adjective		Unser neuer Kollege ist sehr sympathisch.	Our new colleague is very nice.
Tastatur	noun	die	Die Tastatur meines Computers ist kaputt.	My computer's keyboard is broken.
taub	adjective		Mein Großvater ist auf einem Ohr taub.	My grandfather is deaf in one ear.
Teppichboden	noun	der	Im Schlafzimmer liegt ein heller Teppichboden.	There is a light fitted carpet in the bedroom.
Traum	noun	der	Letzte Nacht hatte ich einen schönen Traum.	Last night I had a nice dream.
träumen	verb		Ich träume oft von den Sommerferien.	I often dream of the summer holidays.
Verantwortung	noun	die	Als älteste Schwester trägt sie viel Verantwortung.	As the eldest sister she bears a lot of responsibility.
Vergnügen	noun	das	Es war mir ein großes Vergnügen, dich zu treffen.	It was a great pleasure to meet you.
vergrößern	verb		Wir möchten das Foto vergrößern lassen.	We would like to have the photo enlarged.
vernünftig	adjective		Das war eine sehr vernünftige Entscheidung.	That was a very sensible decision.
verrückt	adjective		Bei dem Wetter draußen zu grillen ist verrückt.	Barbecuing outside in this weather is mad.
Vertrauen	noun	das	Ich habe volles Vertrauen zu meinem Freund.	I have complete trust in my friend.
Waschlappen	noun	der	Der Waschlappen hängt neben dem Waschbecken.	The flannel hangs next to the washbasin.
weinen	verb		Das kleine Kind hat die ganze Nacht geweint.	The little child cried all night.
Werkzeug	noun	das	Das Werkzeug liegt im Schuppen im Garten.	The tools are in the shed in the garden.
Wintergarten	noun	der	Im Wintergarten stehen viele große Pflanzen.	There are many big plants in the conservatory.
winzig	adjective		Meine erste Wohnung war winzig.	My first flat was tiny.
Witwe	noun	die	Seit dem Tod ihres Mannes ist sie Witwe.	She has been a widow since her husband's death.
Witwer	noun	der	Unser Nachbar ist seit drei Jahren Witwer.	Our neighbour has been a widower for three years.
zornig	adjective		Mein Vater wurde zornig, als er die Rechnung sah.	My father became angry when he saw the bill.
Zufall (zufällig)	noun	der	Wir haben uns durch Zufall in der Stadt getroffen.	We met by chance in town.
zunehmen	verb		Im Winter nehme ich immer ein paar Kilo zu.	In winter I always put on a few kilos.
